,index,id,usuario,tweet,ubicacion,nombre_de_pila,codigo_pais,hora_pais,fecha,hora,mes,año,dia,dia_semana,periodo,Latitud,Longitud,sentimiento
1435,100740,1750296646129171968,mrbarnicoat,"Esta foto fue tomada hace 10 años

Muestra que los aviones de la guerra israelíes dejan caer el fósforo blanco ilegal en Gaza y los civiles que se escapan de él

Israel ha estado haciendo esto durante 75 años;Esto no comenzó el 7 de octubre, no importa lo que alguien te diga https://t.co/hbjjhn1scn",sin ubicación,Alex Barnicoat,sin ubicación,2024-01-25 00:16:54,2024-01-24,1900-01-01 23:16:54,enero,2024,24,miércoles,Noche,,,Negativo
1436,100741,1750297041098400000,Van__Natal,"¡Importa quién comenzó la guerra, sí!¡Israel estaba en tu esquina sin molestar a nadie!Hasta el 7/10/23, fue invadido por los terroristas psicópatas genocidas de Hamas que todavía mantienen 136 en sus manos dentro de la tira de Gaza! ¡Se secuestraron!",sin ubicación,🌷Van🌷,sin ubicación,2024-01-25 00:18:28,2024-01-24,1900-01-01 23:18:28,enero,2024,24,miércoles,Noche,,,Negativo
1437,100742,1750292522012638976,soupalestina,"Un miembro de la familia de un soldado israelí que murió en Gaza atacó hoy al miembro de guerra de Israel, Benny Gantz.https://t.co/j7qfusqu7i",Brasil,Sou Palestina🇵🇸🇮🇷🇪🇭,BR,2024-01-24 21:00:30,2024-01-24,1900-01-01 23:00:30,enero,2024,24,miércoles,Noche,-10.0,-55.0,Neutral
1438,100937,1750291969757085952,EviesSantiago,"Smotrich en respuesta a las críticas de Qatar a Netanyahu: ""Qatar es un país que apoya el terrorismo y lo financia, en gran parte responsable de la masacre cometida por  Qatar no se involucrará en lo que suceda en  el día después de la guerra"".

 https://t.co/TO1pZ60w0d",Canada,Santiago Evies אביעז 🇮🇱,CA,2024-01-24 19:28:19,2024-01-24,1900-01-01 22:58:19,enero,2024,24,miércoles,Noche,60.0,-95.0,Negativo
1439,100987,1750288305042632960,EviesSantiago,"Gazatíes protestan contra  
""Sí a la entrega de los rehenes.""

""El pueblo quiere acabar con la guerra.""

  https://t.co/T1Pa8vODFX",Canada,Santiago Evies אביעז 🇮🇱,CA,2024-01-24 19:13:45,2024-01-24,1900-01-01 22:43:45,enero,2024,24,miércoles,Noche,60.0,-95.0,Neutral
1440,101037,1750285753857241088,StellaMendonca,"Tema
Hoy es el Día de la Educación Internacional de la ONU.

En este día, decenas de miles de estudiantes palestinos en Gaza no pueden asistir a escuelas, que están en ruinas.

Observamos la destrucción de la infraestructura educativa de Gaza por la guerra israelí ⤵️",Brasil,Stella de Mendonça Lula da Silva,BR,2024-01-24 20:33:37,2024-01-24,1900-01-01 22:33:37,enero,2024,24,miércoles,Noche,-10.0,-55.0,Negativo
1441,101232,1750202652791608064,AJEnglish,"Hilo
Hoy es el Día Internacional de Educación de la ONU.

En este día, decenas de miles de estudiantes palestinos en Gaza no pueden ir a las escuelas, que están en ruinas.

Observamos la destrucción de la infraestructura educativa de Gaza por la guerra de Israel ⤵️ https://t.co/kds8ttlv5w",Katar,Al Jazeera English,QA,2024-01-24 20:03:24,2024-01-24,1900-01-01 17:03:24,enero,2024,24,miércoles,Tarde,25.5,51.25,Negativo
1442,101238,1750282718342983936,osfa_11,"De nuevo estupendo el podcast de la Electronic  Ataque de los think tanks del lobby sionista a este medio independiente. E Israel perdiendo la guerra ""sobre el terreno"" contra la guerrilla palestina -en Gaza, según",sin ubicación,osfa veladoz,sin ubicación,2024-01-24 23:21:33,2024-01-24,1900-01-01 22:21:33,enero,2024,24,miércoles,Noche,,,Neutral
1443,101239,1750223228654772992,intifada,"VIVIR

 Nos guía a través de los últimos videos que nos ayudan a comprender la lucha y la resistencia en el suelo.

Sintonice ahora: https://t.co/czwmspagsn",United States,Electronic Intifada,US,2024-01-24 13:25:09,2024-01-24,1900-01-01 18:25:09,enero,2024,24,miércoles,Noche,38.0,-97.0,Neutral
1444,101321,1750280456392631040,gerry1726762,"No se puede ser pacifista cuando estás en guerra y estás siendo agredido. Israel actuó civilizadamente, si hubiera sido agresivo habría destruído a hamás antes del 7/10, por lo menos mi percepción es que tiene los medios. Sin ser estratega, debe controlar 100% gaza o se repetira",sin ubicación,gerry 🇨🇱🇮🇱🎗,sin ubicación,2024-01-24 23:12:34,2024-01-24,1900-01-01 22:12:34,enero,2024,24,miércoles,Noche,,,Negativo
1445,101322,1750279763346767872,butkita,"La guerra de Gaza es un DESASTRE TOTAL para Israel.

 Netanyahu quería colapsar a Hamás.  Esta guerra podría colapsar a Israel

 Las acciones de Israel sólo pueden interpretarse a través del lente de la venganza.  Es una sed de sangre.  No es una campaña bien pensada con un final claro.

 Pase lo que pase con Hamás, la guerra de Gaza está sentando las bases para otros 50 años de conflicto porque todos habrían sido testigos de lo que Israel ha hecho, y cada niño que sobreviva crecerá y se convertirá en un hombre que busca venganza.",Chile,Amador Auad H.,CL,2024-01-24 19:09:48,2024-01-24,1900-01-01 22:09:48,enero,2024,24,miércoles,Noche,-30.0,-71.0,Positivo
1446,101372,1750134112629755904,DoubleDownNews,"La guerra de Gaza es un desastre total para Israel.

Netanyahu quería colapsar a Hamas.Esta guerra podría colapsar a Israel

Las acciones de Israel solo se pueden interpretar a través de la lente de la venganza.Es una sed de sangre.No es una campaña bien pensada con un juego final claro.

Pase lo que pase con Hamas, la Guerra de Gaza está colocando los cimientos durante otros 50 años de conflicto porque todos habrían presenciado lo que Israel ha hecho, y cada niño que sobrevive crecerá para ser un hombre que busca su venganza.",Reino Unido,Double Down News,GB,2024-01-24 12:31:03,2024-01-24,1900-01-01 12:31:03,enero,2024,24,miércoles,Tarde,54.0,-2.0,Positivo
1447,101379,1750277953609445888,Vacity5,"""Qatar, apoya y financia el terrorismo, es en gran parte responsable de la seguridad de Hamas. No estará involucrado en lo que sucede en Gaza después de la guerra""",sin ubicación,Vacity,sin ubicación,2024-01-24 23:02:37,2024-01-24,1900-01-01 22:02:37,enero,2024,24,miércoles,Noche,,,Negativo
1448,101380,1750276798732988928,SinCortapisa_,"ONU agotará decisión sobre solicitud de Sudáfrica de ordenar cese a la ofensiva israelí en Gaza.

LEA MÁShttps://t.co/yIjb7GCipp 

Cc.  

     https://t.co/6J1SpEu86v",República Dominicana,Sin Cortapisa,DO,2024-01-24 17:58:02,2024-01-24,1900-01-01 21:58:02,enero,2024,24,miércoles,Noche,19.0,-70.66666666,Neutral
1449,101399,1750276058492829952,Vacity5,"'Qatar apoya y financia el terrorismo, es en gran parte responsable de la seguridad y la existencia de Hamas.No participará en lo que sucede en Gaza después de la guerra ""

¡Seamos sinceros!",sin ubicación,Vacity,sin ubicación,2024-01-24 22:55:05,2024-01-24,1900-01-01 21:55:05,enero,2024,24,miércoles,Noche,,,Neutral
1450,101400,1750275333691965952,Mrenatopereira,"Israel niega alto al fuego en Gaza.Continúa la guerra hasta el último soldado de Hamás, dijo Netanyahu",Panamá,Renato Pereira,PA,2024-01-24 16:52:12,2024-01-24,1900-01-01 21:52:12,enero,2024,24,miércoles,Noche,9.0,-80.0,Neutral
1451,101410,1750274017171247104,mimilunyestplus,"Guerra entre Israel y Gaza, en directo | Al menos nueve muertos y 75 heridos en el ataque a un centro de refugiados en Jan Yunis  https://t.co/2VkABaJQzO a través de",España,Zuriñe Lizarralde,ES,2024-01-24 22:46:58,2024-01-24,1900-01-01 21:46:58,enero,2024,24,miércoles,Noche,40.0,-4.0,Neutral
1452,101635,1750273088162246912,meaballerina,"Andre, hombres bien avanzados de buena voluntad como tú, pero realmente la situación es desalentadora, el lavado de cerebro de las personas en Gaza, esta guerra de los medios contra Israel, será muy difícil cualquier conciliación ... tienes mi admiración",Brasil,BAILARINA,BR,2024-01-24 19:43:17,2024-01-24,1900-01-01 21:43:17,enero,2024,24,miércoles,Noche,-10.0,-55.0,Neutral
1453,101830,1750271584336551936,Info_Global_,"Devastante: Mesquita Omar bin Abdulaziz destruyó en ataques por aviones de guerra israelí en Rafah, sur de Gaza.",sin ubicación,Info Global,sin ubicación,2024-01-24 22:37:18,2024-01-24,1900-01-01 21:37:18,enero,2024,24,miércoles,Noche,,,Neutral
1454,101831,1750269320398003968,martin_osmin,Pura paja loca! Israel Está en todo su derecho de seguir atacando a HAMAS en Gaza; por cuánto: HAMAS invadió Israel y secuestro casi 200 ciudadanos Israelíes; uso la Violencia Sexual como Arma de Guerra! Y además HAMAS dice : que lo Repetirá! Bueno : Plomoterapia con ellos!,sin ubicación,Yuri,sin ubicación,2024-01-24 22:28:19,2024-01-24,1900-01-01 21:28:19,enero,2024,24,miércoles,Noche,,,Neutral
1455,101832,1750267228094927104,RadioDuna,"“El uso de la fuerza por parte de Israel en Gaza no es proporcional”: Canciller por solicitud a Corte Penal Internacional para que investigue posibles crímenes de guerra
https://t.co/NWJMhVbtNF https://t.co/pNk0WuDza3",Chile,Radio Duna,CL,2024-01-24 18:20:00,2024-01-24,1900-01-01 21:20:00,enero,2024,24,miércoles,Noche,-30.0,-71.0,Negativo
1456,101882,1750266471769420032,BernaolaMaria,Encuesta muestra cuánto apoyo global perdió Israel tras guerra en Gaza - https://t.co/iROSGqNqSj,sin ubicación,maria bernaola,sin ubicación,2024-01-24 22:16:59,2024-01-24,1900-01-01 21:16:59,enero,2024,24,miércoles,Noche,,,Neutral
1457,101883,1750264810158146048,kannbra,"""Niños mueren de hambre en Gaza. Israel no permite que entre ni la más simple ayuda humanitaria. Y no permite salir ni siquiera a los heridos más graves. Esto no es una guerra, ¡es un genocidio!""",United States,Karen Ann Bradley,US,2024-01-24 16:10:23,2024-01-24,1900-01-01 21:10:23,enero,2024,24,miércoles,Noche,38.0,-97.0,Negativo
1458,101965,1750261167677956096,xabamez,"En todos los años que llevan de Guerra de Ucrania y Guerra del Dombass juntas han muerto infinitamente menos civiles, se han destruído menos hogares que en Gaza en 3 meses.

Israel es el campeón mundial de los crímenes de guerra y el genocidio.",sin ubicación,Darth Permin,sin ubicación,2024-01-24 21:55:55,2024-01-24,1900-01-01 20:55:55,enero,2024,24,miércoles,Noche,,,Neutral
1459,101966,1750259342601786112,ANDRO1711,"Guerra entre Israel y Gaza, en directo | Al menos nueve muertos y 75 heridos en el ataque israelí a un centro de refugiados en Jan Yunis  https://t.co/46P2tqS2DV vía",Mongolia,ANDRO1711,MN,2024-01-25 04:48:40,2024-01-24,1900-01-01 20:48:40,enero,2024,24,miércoles,Noche,46.0,105.0,Neutral
1460,101968,1750257153162519040,BMTELUrimare,Encuesta muestra cuánto apoyo global perdió Israel tras guerra en Gaza - https://t.co/wHlDWZcRp4,Venezuela,Miguel Peña 3_adi453,VE,2024-01-24 16:39:58,2024-01-24,1900-01-01 20:39:58,enero,2024,24,miércoles,Noche,8.0,-66.0,Neutral
1461,102017,1750256704539791104,novalefurar,"¡GRAVE!
¡¡¡Se ha publicado un audio filtrado del primer ministro holandés!!!
️¿Qué podemos decir para que  parezca que no ha cometido ningún crimen de guerra?

     https://t.co/2WMmvRGgBJ",Australia,Dabke🔻,AU,2024-01-25 07:38:11,2024-01-24,1900-01-01 20:38:11,enero,2024,24,miércoles,Noche,-27.0,133.0,Positivo
1462,102021,1750255855847525888,resendeandrade1,La guerra israelí contra Gaza Live: 'víctimas de masas' en el centro de Gaza que alberga desplazamientos internos |Guerra de Israel en Gaza News |Al Jazeera https://t.co/k98vfm4r3r,sin ubicación,Zéresende 🇨🇺🇨🇳🇷🇺🇵🇸🚩⬅,sin ubicación,2024-01-24 21:34:48,2024-01-24,1900-01-01 20:34:48,enero,2024,24,miércoles,Noche,,,Neutral
1463,102022,1750254132869452032,Wh4ts__Ella,"""Israel todavía está en guerra contra los niños en Gaza""

Hermano, ¡Qué enfermo tienes que estar PACTING & GT; Children & lt; eso es todo, bombardeando a una sociedad entera, atacando a los animales hasta ...
¡No te calles en este genocidio!¡Ayuda a estas personas!¡Sea consciente y hable de ello!",sin ubicación,｡⁠.ﾟ☆ Ella ☆ ﾟ. ｡ | FREE 🍉,sin ubicación,2024-01-24 21:27:58,2024-01-24,1900-01-01 20:27:58,enero,2024,24,miércoles,Noche,,,Positivo
1464,102023,1750144043445620992,HoyPalestina,Israel sigue con su guerra contra los niños palestinos en Gaza. https://t.co/MBrmtq43iR,Brasil,Palestina Hoy,BR,2024-01-24 11:10:30,2024-01-24,1900-01-01 13:10:30,enero,2024,24,miércoles,Tarde,-10.0,-55.0,Neutral
1465,102218,1750252745179774976,resendeandrade1,Como Israel destruyó las escuelas y universidades de Gaza |Guerra de Israel en Gaza News |Al Jazeera https://t.co/hiskt1vrua,sin ubicación,Zéresende 🇨🇺🇨🇳🇷🇺🇵🇸🚩⬅,sin ubicación,2024-01-24 21:22:27,2024-01-24,1900-01-01 20:22:27,enero,2024,24,miércoles,Noche,,,Neutral
1466,102219,1750249829609946880,Jedi_Sanfermin,"Guerra en Oriente Medio, en directo | Israel asegura que ""no habrá un alto el fuego"" en Gaza y bombardea un centro de refugiados https://t.co/mij8zH989d",sin ubicación,𝕵𝖊𝖉í 𝕽𝖊𝖕𝖚𝖇𝖑𝖎𝖈𝖆𝖓𝖔🔻🔴🟡🟣,sin ubicación,2024-01-24 21:10:52,2024-01-24,1900-01-01 20:10:52,enero,2024,24,miércoles,Noche,,,Negativo
1467,102220,1750247753257485056,PauloPeres63,"Permiso.Lo que está sucediendo en Gaza es el genocidio sí.El ejército de Israel está matando indiscriminadamente al pueblo palestino.
¡Genocidio!

¡No es una guerra, es genocidio!",Brasil,Paulo Peres,BR,2024-01-24 18:02:37,2024-01-24,1900-01-01 20:02:37,enero,2024,24,miércoles,Noche,-10.0,-55.0,Neutral
1468,102415,1750246372278726912,paulacoradi,"Netanyahu rechazó el final de la guerra propuesta por Hamas porque sabe que no será sostenido un día extra como primer ministro de Israel.
El genocidio promovido por él y el estado de Israel en la Franja de Gaza ha matado a + 25,000 personas, en su mayoría mujeres y niños.",Brasil,Paula Coradi,BR,2024-01-24 17:57:07,2024-01-24,1900-01-01 19:57:07,enero,2024,24,miércoles,Noche,-10.0,-55.0,Positivo
1469,102610,1750245971231964928,ReporteNi,La ministra de Exteriores de Sudáfrica asistirá a la lectura de la sentencia del CIJ. Sudáfrica acusó a Israel de presuntos crímenes de genocidio cometidos durante su guerra contra el grupo islamista Hamás en la Franja de Gaza el pasado 29 de dici... https://t.co/YqWtGqgYt7,sin ubicación,🇺🇦🇳🇮Reportes Nicas!🇳🇮🇺🇦,sin ubicación,2024-01-24 20:55:32,2024-01-24,1900-01-01 19:55:32,enero,2024,24,miércoles,Noche,,,Neutral
1470,102611,1750244571991207936,andre_limas,"El mundo de la extrema derecha usa a Israel para crear un clima de guerra y caos y, por lo tanto, allanan su proyecto de muerte.Gaza hoy está a la altura de las peores imágenes del Holocausto.Además de la violación de los cementerios, el ejército israelí implosionó ayer la Universidad del Edificio Palestino.",Cuba,André Lima,CU,2024-01-24 14:49:58,2024-01-24,1900-01-01 19:49:58,enero,2024,24,miércoles,Noche,21.5,-80.0,Neutral
1471,102624,1750244197376913920,Avispa_Midia,"ONU alerta que la mitad de la población de Gaza se está mueriendo de hambre. 
https://t.co/weehw6j4cH
            https://t.co/13ZKS36SLC",sin ubicación,Avispa Midia,sin ubicación,2024-01-24 20:48:29,2024-01-24,1900-01-01 19:48:29,enero,2024,24,miércoles,Noche,,,Neutral
1472,102625,1750242893875258112,CocaCamhi,"Si a Israel no le importaran los civiles, la guerra habría terminado el 8 de Octubre con un cráter en lugar de Gaza.",Chile,(((Coca Camhi))) 🦁🧡🎗,CL,2024-01-24 16:43:18,2024-01-24,1900-01-01 19:43:18,enero,2024,24,miércoles,Noche,-30.0,-71.0,Negativo
1473,102675,1750242461895566080,ReinaUrbina3,......critica duramente a  en relación con la guerra Israel- mientras su nación ha invadido Ucrania y asesinado civiles deliberadamente.....,sin ubicación,Goldenberg,sin ubicación,2024-01-24 20:41:35,2024-01-24,1900-01-01 19:41:35,enero,2024,24,miércoles,Noche,,,Positivo
1474,102676,1750234427119096064,mikelayestaran,"Hilo del día 110 de guerra en  

1- La Corte Internacional de Justicia emitirá un fallo provisional el viernes en el caso de  de  
CIJ https://t.co/tInQazjrRh",Turquía,mikel ayestaran,TR,2024-01-24 22:09:39,2024-01-24,1900-01-01 19:09:39,enero,2024,24,miércoles,Noche,39.0,35.0,Neutral
1475,102679,1750232876946240000,Nexo_Latino,"‼️ Encuesta muestra cuánto apoyo global perdió Israel tras guerra en Gaza 

   
Leer más:https://t.co/zuj10iQLy2",sin ubicación,HispanTV,sin ubicación,2024-01-24 20:03:30,2024-01-24,1900-01-01 19:03:30,enero,2024,24,miércoles,Noche,,,Neutral
1476,102680,1750230847523782912,naiaragg,"Israel ha matado en esta guerra a 1 de cada 100 palestinos de Gaza

Para entender qué significan los 25.000 muertos en ese territorio minúsculo en el viven encerrados o comparar con otros conflictos, este otro especial de   
https://t.co/b3LkmtTlSm https://t.co/UkUmJqQKgC",Brasil,naiara galarraga gortázar,BR,2024-01-24 16:55:26,2024-01-24,1900-01-01 18:55:26,enero,2024,24,miércoles,Noche,-10.0,-55.0,Positivo
1477,102875,1750228182127510016,RobertoRussia,"Un miembro de la familia de un soldado israelita que murió en Gaza, atacó hoy al miembro de la guerra de Israel, Benny Gantz.https: //t.co/qdyoesfjxjjjj",sin ubicación,Vladimir Putin,sin ubicación,2024-01-24 19:44:50,2024-01-24,1900-01-01 18:44:50,enero,2024,24,miércoles,Noche,,,Neutral
1478,102876,1750226120438637056,EviesSantiago,"Tienes razón Gabriel, por ahí hay algunos ingenuos que piensan que el Rey David cuando hizo guerra contra los Filisteos los golpeaba con flores. 
HaShem Di-s de  se le conoce como HaShem Di-s de los EJÉRCITOS. 

 
https://t.co/cpT4rDDeFe https://t.co/ox4EKIKsnC",Canada,Santiago Evies אביעז 🇮🇱,CA,2024-01-24 15:06:39,2024-01-24,1900-01-01 18:36:39,enero,2024,24,miércoles,Noche,60.0,-95.0,Neutral
1479,102926,1750127057218993920,Defensa_Israel,"Me supera cuando leo slogans pacifistas de aquellos que nada aportan a nuestra defensa, en especial cuando misionan a rabinos y a citas bíblicas!
La realidad es que muchos de los grandes personajes bíblicos fueron guerreros y se lanzaron a la guerra cuando fue necesario hacerlo: Moisés, Abraham, Yitzhak, Yaakov, Gedeón, Josué, Salomón, David, Saúl, Bar Kojba, Sansón, Goliat, los Hermanos Macabeos, y podría seguir mencionando una larga, larga lista.
En plena guerra por nuestra supervivencia y hay que ver como decenas de miles de evasores del servicio militar se escudan tras la Torah (Biblia Hebrea) para justificar su deslealtad!",Israel,Israel Defensa (Ñ) 🇮🇱,IL,2024-01-24 14:03:00,2024-01-24,1900-01-01 12:03:00,enero,2024,24,miércoles,Tarde,31.5,34.75,Neutral
1480,103031,1750225271322558976,IsraelVive41328,"Los residentes de Gaza se manifestaron contra Hamás cerca del hospital Shuhada al-Aqsa en Deir al-Balakh, exigiendo el regreso de los secuestrados israelíes para poner fin a la guerra y regresar a sus hogares. https://t.co/AYD2GoQj5h",sin ubicación,IsraelVive,sin ubicación,2024-01-24 19:33:16,2024-01-24,1900-01-01 18:33:16,enero,2024,24,miércoles,Noche,,,Neutral
1481,103032,1750224810871845120,NoaGresiva,"Atacar edificios de la ONU (UNRWA) es un crimen de guerra. 

Israel dirá que había terroristas y no dejará entrar a Gaza a observadores internacionales. Hace falta una fuerza de acción rápida, como pedía Sudáfrica, para garantizar que Israel no hace lo que quiere y asesina a quien quiere. https://t.co/Cqde3XoNMC",sin ubicación,Noa Gresiva,sin ubicación,2024-01-24 19:31:27,2024-01-24,1900-01-01 18:31:27,enero,2024,24,miércoles,Noche,,,Negativo
1482,103033,1750224738939446016,CsarGallardolv1,"Israel sigue con su guerra contra los niños palestinos en Gaza.

 
 
 
 https://t.co/3vkdMTsjP6",España,César Gallardo Álvarez,ES,2024-01-24 19:31:10,2024-01-24,1900-01-01 18:31:10,enero,2024,24,miércoles,Noche,40.0,-4.0,Neutral
1483,103258,1750224709206061056,Libra_Rojo,"Khan Younis Después de ver los cientos de crímenes de guerra que Israel está cometiendo en Gaza, con el apoyo crucial de EEUU, por lo menos yo tengo una idea bastante clara de quiénes son los terroristas.
Israel y EEUU están cometiendo un genocidio y no estamos haciendo nada.",sin ubicación,Alatriste🇵🇸,sin ubicación,2024-01-24 19:31:02,2024-01-24,1900-01-01 18:31:02,enero,2024,24,miércoles,Noche,,,Negativo
1484,103259,1750224513709801984,PortalDiarioAR,"CNN | ""Un vistazo al infierno"": la guerra de Israel en Gaza le ha costado a esta joven sus mejores amigos https://t.co/9DwwjoXhTu https://t.co/SBIqvM1d3C",Argentina,Portal Diario,AR,2024-01-24 15:30:16,2024-01-24,1900-01-01 18:30:16,enero,2024,24,miércoles,Noche,-34.0,-64.0,Positivo
1485,103577,1750222057399324928,martinvars,"En la guerra de Hamas contra Israel, ¿te gustaría como a mi que Israel extermine a Hamas y se logre un gobierno palestino en Gaza que se enfoque en el bienestar del pueblo de Gaza y no en el exterminio de judíos desde el rio hasta el mar?",United States,Martin Varsavsky,US,2024-01-24 13:20:30,2024-01-24,1900-01-01 18:20:30,enero,2024,24,miércoles,Noche,38.0,-97.0,Negativo
1486,103659,1750220984643411968,ctesnoticiasof,"""Un vistazo al infierno"": la guerra de Israel en Gaza le ha costado a esta joven sus mejores amigos https://t.co/JbUS5EmxIk",sin ubicación,corrientesnoticiasof,sin ubicación,2024-01-24 19:16:14,2024-01-24,1900-01-01 18:16:14,enero,2024,24,miércoles,Noche,,,Positivo
1487,103660,1750219727765476096,canal26noticias,"⭕ GUERRA EN GAZA  | https://t.co/xo54uKRyTt
Las autoridades palestinas aseguraron que cerca de 625.000 estudiantes que habitan en la Franja de Gaza no pueden acceder a la educación, producto de la guerra que se desató entre Israel y Hamás. Además, sumaron que 4.000 alumnos fallecieron y otros 8.000 resultaron heridos.",Italia,CANAL 26,IT,2024-01-24 19:11:15,2024-01-24,1900-01-01 18:11:15,enero,2024,24,miércoles,Noche,42.83333333,12.83333333,Negativo
1488,103667,1750219647243215104,inNomineSomnium,"Son tan sinvergüenzas que serán capaces de acordar la ocupación de Gaza por Israel y permitirán que la guerra siga y siga bajo la asquerosa mentira que la resistencia palestina son terroristas. 

Lo veo venir. 

Vivimos entre psicópatas.",sin ubicación,Cynthia ⚖️🗡️,sin ubicación,2024-01-24 19:10:56,2024-01-24,1900-01-01 18:10:56,enero,2024,24,miércoles,Noche,,,Neutral
1489,103668,1750216264977408000,FalasAbuAmal,"AHORA Comunicado de Prensa de la CIJ.

La CIJ ha emitido un comunicado de prensa confirmando que el fallo para indicar medidas provisionales en el caso  contra  se emitirá el viernes 26 de enero de 2024 a las 13:00 horas locales (12:00 horas GMT).

 https://t.co/n8sdDylqGM",United States,Abu Amal,US,2024-01-24 12:57:29,2024-01-24,1900-01-01 17:57:29,enero,2024,24,miércoles,Tarde,38.0,-97.0,Positivo
1490,103750,1750219391696830976,AgenciaAJN,"Galería multimedia. Las fotos del día sobre la guerra entre Israel y Hamás
Ver más: https://t.co/rZ9KUwOaBO 
                  https://t.co/GrkVgDOVXR",Argentina,Agencia AJN,AR,2024-01-24 15:09:55,2024-01-24,1900-01-01 18:09:55,enero,2024,24,miércoles,Noche,-34.0,-64.0,Neutral
1491,103843,1750219144018969088,marianpy1,"Israel de poner fin a la guerra deportando a seis altos funcionarios de Hamás de la Franja de Gaza. Según él, en esta lista figuraba Yahya Sinwar, el líder de Hamás en Gaza y el comandante de la rama militar de esta organización, Mohammad al-Dhaif",sin ubicación,Marian🇷🇺🇨🇳,sin ubicación,2024-01-24 19:08:56,2024-01-24,1900-01-01 18:08:56,enero,2024,24,miércoles,Noche,,,Neutral
1492,103844,1750219054273715968,LibreDemocra,Rebeldes hutíes afirman que continuarán con ataques hasta que termine la guerra de Israel en Gaza https://t.co/upwUKtn9ud,Argentina,Democracia y Libertad,AR,2024-01-24 15:08:34,2024-01-24,1900-01-01 18:08:34,enero,2024,24,miércoles,Noche,-34.0,-64.0,Neutral
1493,103937,1750218984425689088,nofrontmilitar,"Los palestinos de Gaza enfrentan Hamas Terr0 y protestan en Deir al-Balah, atrayendo a Hamas a liberar a los rehenes de Israel y poner fin a la guerra.https://t.co/ngmfznvgmp",Brasil,No Front Militar,BR,2024-01-24 16:08:18,2024-01-24,1900-01-01 18:08:18,enero,2024,24,miércoles,Noche,-10.0,-55.0,Neutral
1494,104132,1750217639048176128,javierespinosa2,"“Si este conflicto va a marcar los estándares de la guerra de ahora en adelante, la humanidad se está asomando al precipicio”. Un doctor que fue testigo de las masacres de Israel en  https://t.co/f8X8iQWtxQ",España,Javier Espinosa,ES,2024-01-24 19:02:57,2024-01-24,1900-01-01 18:02:57,enero,2024,24,miércoles,Noche,40.0,-4.0,Neutral
1495,104357,1750216932605711104,diariomallorca,"El presidente de Irán, de visita a Turquía: ""El Gobierno asesino de Israel ya ha perdido la guerra en Gaza"" https://t.co/0gkMexqLf0",España,Diario de Mallorca,ES,2024-01-24 19:00:08,2024-01-24,1900-01-01 18:00:08,enero,2024,24,miércoles,Noche,40.0,-4.0,Positivo
1496,104582,1750216896341819904,antena3int,"Guerra Israel-Hamás, en directo: Decenas de palestinos muertos durante las últimas horas en Franja de Gaza | vía  
https://t.co/tjHdvuGknV",sin ubicación,Antena 3 Internac.,sin ubicación,2024-01-24 19:00:00,2024-01-24,1900-01-01 18:00:00,enero,2024,24,miércoles,Noche,,,Neutral
1497,104583,1750216524265061888,allanmarcos_18,"Israel n construirá asentamientos.

Gaza podría ser el comienzo del estado palestino.Hamas destruyó cada sueño de la paz de la región.Irán no quiere paz.

Gaza debe ser con palestinos moderados.No habría bombas ni tampoco
Guerra si invierten en cosas decentes.",Brasil,Allan Marcos,BR,2024-01-24 15:58:31,2024-01-24,1900-01-01 17:58:31,enero,2024,24,miércoles,Tarde,-10.0,-55.0,Negativo
1498,104778,1750216216948421120,artedaguerracnl,"Guerra de Israel-Gaza
Manifestación en Tel Aviv de los miembros de la familia de los anfitriones secuestrados por Hamas.

 (traducción automática)",sin ubicación,Robinson Farinazzo,sin ubicación,2024-01-24 18:57:18,2024-01-24,1900-01-01 17:57:18,enero,2024,24,miércoles,Tarde,,,Neutral
1499,104779,1750215832511123968,AlertaNews24,"| AHORA - GUERRA ISRAEL-GAZA: Manifestación en Tel Aviv de los familiares de los rehenes secuestrados por Hamás. 
 https://t.co/qtwo9KGpMe",Canada,Alerta News 24,CA,2024-01-24 14:25:46,2024-01-24,1900-01-01 17:55:46,enero,2024,24,miércoles,Tarde,60.0,-95.0,Neutral
1500,104829,1750215405287748096,Defensa_Israel,"Guerra en Gaza- El bloqueo por parte de los familiares de los rehenes y de sus grupos de apoyo de un convoy con ayuda humanitaria a Gaza, ha logrado que 50 de los camiones retornaran a Egipto.
- Solo siete de los camiones del convoy lograron atravesar el Paso de Kerem Shalom, frontera entre Israel y Gaza.
- Al grito de ""paren de alimentar al enemigo"", los civiles que participaban del bloqueo lograron ganarse a los militares encargados del paso de frontera y consiguieron no ser desalojados a la fuerza a pesar de las ordenes del gobierno.
- Esta vez ni la Policía Nacional de  se presentó (primera vez).
Fin del comunicado",Israel,Israel Defensa (Ñ) 🇮🇱,IL,2024-01-24 19:54:04,2024-01-24,1900-01-01 17:54:04,enero,2024,24,miércoles,Tarde,31.5,34.75,Positivo
1501,104934,1750213846264893952,abdiascisneros,"Corrección, Israel ha sido atacado por distintos países, todos y cada uno de ellos han sido derrotados militarmente y de manera aplastante, por lo tanto, han tenido que ocupar los territorios de sus enemigos y es lo que se conoce como botín de guerra, Gaza no será la excepciónhttps://t.co/bnxxMIYTja",Venezuela,Yo soy el que soy...,VE,2024-01-24 13:47:53,2024-01-24,1900-01-01 17:47:53,enero,2024,24,miércoles,Tarde,8.0,-66.0,Positivo
